date,group_id,group,<2 sec,2-5 sec,5-10 sec,10-30 sec,30-60 sec,1-2 min,2-5 min,5-10 min,10-30 min,30-60 min,1-2 hour,2-5 hour,5-10 hour,10-15 hour,15-20 hour,20-24 hour
2023-01-30,6,Cargo,19,9,120,740,1133,150788,127706,11752,1715,376,147,74,19,6,0,1
2023-01-30,7,Passenger,52,45,489,3251,5440,725764,201756,32179,5955,859,329,236,82,20,8,1
2023-01-30,8,Fishing,44,25,236,1354,2224,280668,232000,18806,2802,503,183,103,32,9,5,0
2023-01-31,0,Not Available,37,45,382,2199,3524,469474,97994,15477,2757,444,163,130,125,49,16,1
2023-01-31,1,Other,42,8,82,876,1644,237369,1229095,275895,47769,5274,1818,811,243,80,25,6
2023-01-31,2,Tanker,0,2,8,31,65,7220,5304,1124,64,12,4,4,1,1,0,0
2023-01-31,3,Military,21,5,108,878,1677,228492,138233,22474,4898,772,350,199,49,16,2,0
2023-01-31,4,Pleasure Craft,94,85,1563,11530,17239,2398752,242176,25159,3901,818,361,217,97,32,12,0
2023-01-31,5,Tug Tow,4,4,46,302,499,67293,9206,1300,184,33,15,13,7,5,1,0
2023-01-31,6,Cargo,16,5,95,669,976,135346,126800,12584,1641,321,122,82,19,6,2,0
2023-01-31,7,Passenger,43,34,482,3257,5114,710266,203300,31658,5961,967,409,246,107,31,15,2
2023-01-31,8,Fishing,44,9,230,1466,2373,302242,240533,20126,2874,537,226,134,36,4,2,0
2023-02-01,0,Not Available,39,60,402,2369,3661,473772,95321,15237,2983,576,207,140,126,52,19,1
2023-02-01,1,Other,64,20,79,948,1793,242624,1219643,274556,48462,5483,1893,827,258,69,36,13
2023-02-01,2,Tanker,0,1,7,37,57,6799,6059,1171,49,7,3,4,1,0,1,0
2023-02-01,3,Military,11,10,140,929,1708,235381,138513,21447,4685,741,306,163,61,17,3,0
2023-02-01,4,Pleasure Craft,133,98,1843,12123,17273,2463802,226238,22302,3862,932,378,200,111,35,12,2
2023-02-01,5,Tug Tow,1,7,50,327,483,68921,10457,1356,235,59,23,10,12,2,3,0
2023-02-01,6,Cargo,37,20,148,811,1254,154541,118073,11944,1489,323,132,69,27,5,3,1
2023-02-01,7,Passenger,63,51,486,3515,5108,703204,200001,31326,6048,942,373,260,105,45,13,2
2023-02-01,8,Fishing,41,27,328,1648,2460,308164,243416,18467,2691,559,203,119,34,12,5,1
2023-02-02,0,Not Available,83,44,385,2605,3575,447877,94422,17358,3771,735,256,145,125,57,13,2
2023-02-02,1,Other,78,38,103,960,1811,226037,1177527,279977,54306,5950,1998,810,228,71,37,10
2023-02-02,2,Tanker,3,1,6,42,65,6657,5981,1021,103,20,8,2,1,1,1,0
2023-02-02,3,Military,22,10,97,922,1590,217209,136449,23905,5188,807,289,156,59,27,9,1
2023-02-02,4,Pleasure Craft,132,91,1668,12487,17223,2379417,237043,33160,5090,1036,423,248,81,39,8,3
2023-02-02,5,Tug Tow,4,5,44,343,473,65138,10606,1776,289,62,32,10,9,2,1,0
2023-02-02,6,Cargo,34,16,146,912,1157,146671,116228,14022,1830,341,131,68,19,1,2,0
2023-02-02,7,Passenger,65,70,506,3776,5251,674880,191666,34415,7225,1236,479,268,94,47,16,3
2023-02-02,8,Fishing,73,33,306,1909,2651,296943,225644,22056,3296,658,176,112,36,9,1,0
2023-02-03,0,Not Available,127,80,440,2573,3926,459045,96593,15478,3187,660,218,159,117,56,14,0
2023-02-03,1,Other,85,28,86,902,1741,220902,1204289,270835,48852,6004,2016,851,219,73,41,3
2023-02-03,2,Tanker,4,2,10,43,54,6951,6082,813,50,19,4,2,2,2,1,0
2023-02-03,3,Military,28,7,118,910,1590,208314,145977,23282,4460,741,271,136,49,11,3,1
2023-02-03,4,Pleasure Craft,189,130,1787,11857,17395,2389407,234980,25481,4093,985,386,238,71,54,12,4
2023-02-03,5,Tug Tow,7,5,43,312,503,67184,10437,1445,239,48,19,8,8,2,0,1
2023-02-03,6,Cargo,68,28,144,1010,1474,146095,120338,11139,1387,374,106,63,31,11,7,0
2023-02-03,7,Passenger,100,79,524,3401,5226,649466,195000,30782,5869,1049,337,192,107,43,22,2
2023-02-03,8,Fishing,103,24,282,1649,2435,277594,226078,18704,2552,597,210,100,49,13,4,0
2023-02-04,0,Not Available,45,59,314,2180,3528,443924,95102,16436,3347,634,211,133,92,66,10,1
2023-02-04,1,Other,59,17,55,907,1815,223420,1210770,270365,47915,5426,1808,773,224,64,47,11
2023-02-04,2,Tanker,0,0,6,37,47,6232,5963,892,56,11,3,3,1,0,0,0
2023-02-04,3,Military,14,12,105,825,1486,199989,148474,21474,3648,533,199,114,26,8,4,2
2023-02-04,4,Pleasure Craft,96,88,1536,11373,19169,2407319,231583,24538,4615,960,405,237,82,36,4,1
2023-02-04,5,Tug Tow,5,1,43,316,525,63697,11169,1447,275,77,27,13,2,1,0,0
2023-02-04,6,Cargo,31,7,121,843,1286,150702,114253,12008,1518,350,123,88,31,7,3,0
2023-02-04,7,Passenger,53,37,402,3026,4933,630778,197953,31819,6557,1018,341,202,52,29,11,1
2023-02-04,8,Fishing,45,17,256,1440,2403,281913,225101,18626,2488,521,171,120,43,7,0,0
2023-02-05,0,Not Available,72,41,383,2363,3451,453352,94941,16410,3368,611,206,138,88,64,21,1
2023-02-05,1,Other,47,10,70,876,1721,229412,1206046,285203,50796,5283,1734,751,213,94,52,10
2023-02-05,2,Tanker,4,2,11,39,57,6718,5985,913,82,12,3,2,0,0,1,0
2023-02-05,3,Military,22,11,87,849,1588,207985,150863,24327,4514,619,223,116,54,10,4,1
2023-02-05,4,Pleasure Craft,108,81,1552,12661,17748,2397601,227621,25043,3921,711,319,171,69,27,8,1
2023-02-05,5,Tug Tow,5,2,40,312,473,62527,10423,1517,207,40,20,13,7,3,1,0
2023-02-05,6,Cargo,17,10,112,743,1063,135634,117730,12561,1468,300,91,72,21,4,4,0
2023-02-05,7,Passenger,53,37,446,3392,4936,650790,200782,31907,5246,735,333,164,76,43,7,0
2023-02-05,8,Fishing,38,22,238,1428,2230,274186,216324,19947,2527,429,156,93,24,8,5,1
2023-02-06,0,Not Available,38,28,306,2222,3419,462830,91545,15494,2915,609,663,139,88,38,15,4
2023-02-06,1,Other,52,11,76,826,1645,220419,1144495,269579,47473,6097,4909,996,227,67,37,9
2023-02-06,2,Tanker,1,0,3,32,44,5751,6182,899,80,13,25,8,0,0,0,0
2023-02-06,3,Military,11,7,109,875,1619,221422,141654,25071,4910,939,689,195,61,17,2,1
2023-02-06,4,Pleasure Craft,82,67,1442,11577,17710,2314196,219608,24063,4417,1034,2755,337,97,19,10,0
2023-02-06,5,Tug Tow,5,2,37,324,480,65682,9437,1447,282,56,100,13,6,3,1,0
2023-02-06,6,Cargo,20,8,94,643,1065,137832,110798,12021,1457,249,505,63,27,5,4,0
2023-02-06,7,Passenger,25,35,421,3082,5031,662133,190534,31528,5620,835,1339,244,68,23,6,2
2023-02-06,8,Fishing,22,13,210,1249,1993,263049,209533,18072,2457,539,791,104,33,13,7,1
2023-02-07,0,Not Available,42,44,338,2360,3742,485940,93549,15411,3153,584,227,124,128,53,14,1
2023-02-07,1,Other,56,11,82,966,1734,239003,1227831,274931,47411,5216,1563,753,226,74,33,11
2023-02-07,2,Tanker,0,0,3,37,53,7345,6462,881,68,12,6,5,3,2,0,0
2023-02-07,3,Military,15,9,106,939,1692,230800,141123,24207,4950,737,294,164,66,13,8,2
2023-02-07,4,Pleasure Craft,82,89,1628,11674,18361,2471692,232373,24391,4560,903,362,258,98,36,19,3
2023-02-07,5,Tug Tow,4,4,45,330,529,70329,8566,1298,283,76,26,13,6,4,1,0
2023-02-07,6,Cargo,18,7,110,779,1215,158230,116502,10566,1506,329,136,100,30,12,6,0
2023-02-07,7,Passenger,48,63,470,3315,5416,715890,203131,31676,5866,881,344,230,103,50,18,1
2023-02-07,8,Fishing,52,17,246,1472,2373,309670,220438,17362,2736,538,205,147,45,16,1,1
2023-02-08,0,Not Available,52,73,344,2308,3723,472101,95519,16062,3199,579,225,147,121,49,17,1
2023-02-08,1,Other,44,16,78,944,1846,250437,1241334,274818,47380,4997,1554,753,231,69,40,6
2023-02-08,2,Tanker,5,2,6,34,67,6896,6535,1026,89,14,2,6,0,1,2,1
2023-02-08,3,Military,29,10,98,886,1668,229494,137148,23057,4784,691,295,152,70,17,4,0
2023-02-08,4,Pleasure Craft,112,90,1599,11700,18475,2463420,238447,26127,4664,935,428,241,88,42,16,5
2023-02-08,5,Tug Tow,2,2,36,362,567,73625,8161,1357,269,42,21,20,6,2,2,0
2023-02-08,6,Cargo,43,17,122,842,1304,145047,119664,11825,1686,385,138,80,16,10,8,0
2023-02-08,7,Passenger,49,68,543,3498,5791,732554,203478,31650,6389,1100,411,276,108,48,11,3
2023-02-08,8,Fishing,74,32,298,1644,2661,307850,227004,18424,3099,608,212,137,44,11,5,0
2023-02-09,0,Not Available,40,61,382,2259,3504,482045,93235,15638,3188,543,232,147,125,57,11,4
2023-02-09,1,Other,38,15,93,921,1672,234970,1220212,273956,49941,5437,1797,735,186,65,40,16
2023-02-09,2,Tanker,4,1,12,38,79,9634,6600,961,99,16,2,7,3,1,0,0
2023-02-09,3,Military,27,12,103,1012,1921,266304,141085,23000,5228,861,336,224,61,21,7,1
2023-02-09,4,Pleasure Craft,97,94,1607,11597,17510,2478056,234554,26141,4277,756,313,213,82,34,10,2
2023-02-09,5,Tug Tow,7,2,54,372,554,77432,8140,1341,188,58,20,16,8,2,1,1
2023-02-09,6,Cargo,30,13,120,836,1315,168507,120277,11761,1613,288,138,81,26,13,2,2
2023-02-09,7,Passenger,57,46,498,3377,5246,733753,192915,32067,6446,944,393,247,99,37,11,1
2023-02-09,8,Fishing,57,22,352,1800,2797,356464,218851,20063,2930,542,203,103,44,18,4,0
2023-02-10,0,Not Available,31,57,362,2243,3651,475842,96372,16414,3153,529,207,136,130,52,15,3
2023-02-10,1,Other,34,17,86,940,1691,233974,1197529,272532,50467,5750,1879,798,245,82,50,12
2023-02-10,2,Tanker,2,1,6,38,66,5959,6885,885,55,23,4,6,1,1,0,1
2023-02-10,3,Military,17,7,81,851,1661,216670,141188,22880,5148,723,311,186,71,28,11,1
2023-02-10,4,Pleasure Craft,109,98,1657,11805,17972,2477550,233249,23517,4085,886,361,178,84,33,11,4
2023-02-10,5,Tug Tow,0,3,41,316,556,72969,7328,1374,237,48,21,9,10,2,1,0
2023-02-10,6,Cargo,35,12,131,848,1282,157596,120879,11550,1519,274,108,66,13,5,1,0
2023-02-10,7,Passenger,57,61,483,3391,5320,706299,192277,30864,6006,904,322,220,101,55,16,6
2023-02-10,8,Fishing,72,22,291,1656,2686,299458,226264,19795,2561,561,160,104,34,9,1,1
2023-02-11,0,Not Available,29,68,315,2230,3365,464897,99970,16907,3182,475,186,112,86,64,17,3
2023-02-11,1,Other,68,16,86,995,1862,250085,1242214,280211,49293,5288,1668,766,192,95,49,12
2023-02-11,2,Tanker,1,0,0,19,17,3076,7124,975,46,2,3,2,1,0,0,0
2023-02-11,3,Military,21,13,104,838,1481,201074,143921,23544,4448,629,263,155,48,17,10,2
2023-02-11,4,Pleasure Craft,86,88,1659,11873,17918,2438016,236888,24435,4116,937,374,215,77,26,7,3
2023-02-11,5,Tug Tow,3,1,38,326,514,70275,7669,1211,203,38,10,9,3,0,0,1
2023-02-11,6,Cargo,10,6,145,718,989,144537,110105,11596,1549,219,108,62,20,9,1,0
2023-02-11,7,Passenger,21,33,448,3098,4794,658573,189219,29305,4932,708,289,154,65,32,20,7
2023-02-11,8,Fishing,26,12,257,1329,2219,289817,212555,19856,2631,388,192,108,30,11,5,2
2023-02-12,0,Not Available,31,74,327,1976,3326,453653,100200,16177,3190,423,178,104,77,48,33,3
2023-02-12,1,Other,36,6,79,904,1605,226533,1224000,277708,49354,5209,1708,759,172,73,54,7
2023-02-12,2,Tanker,2,0,3,11,18,2708,7275,972,50,12,3,2,0,3,0,0
2023-02-12,3,Military,13,13,95,837,1488,204516,150924,25669,5233,669,271,148,47,19,2,1
2023-02-12,4,Pleasure Craft,93,75,1511,11209,17676,2427562,232035,21544,3893,757,315,205,73,23,7,1
2023-02-12,5,Tug Tow,1,0,44,324,522,71710,7203,1158,167,40,15,14,4,2,0,0
2023-02-12,6,Cargo,21,5,129,618,1032,140121,114898,10992,1358,235,105,88,17,8,1,0
2023-02-12,7,Passenger,30,38,388,2926,4684,654482,193182,28964,5407,764,313,186,65,30,14,0
2023-02-12,8,Fishing,20,11,203,1254,2015,272226,220956,18485,2277,313,137,93,26,11,2,1
2023-02-13,0,Not Available,34,55,304,1965,3026,427973,82688,13783,2455,360,151,88,371,53,24,2
2023-02-13,1,Other,30,10,71,754,1557,213125,1084116,237719,40280,4003,1262,495,2359,76,41,7
2023-02-13,2,Tanker,2,0,1,22,40,5278,7040,1007,48,5,4,6,7,0,0,0
2023-02-13,3,Military,23,7,87,776,1377,186933,150927,24776,4692,601,238,121,191,15,8,3
2023-02-13,4,Pleasure Craft,90,58,1220,8599,13979,1952465,195713,18389,2958,559,263,173,1919,31,7,0
2023-02-13,5,Tug Tow,3,2,34,298,450,63115,6421,1027,155,25,18,10,53,5,0,0
2023-02-13,6,Cargo,22,10,111,683,1055,149249,91661,9249,1579,323,150,113,355,20,11,2
2023-02-13,7,Passenger,36,36,374,2574,4149,592123,173287,24867,4432,702,313,179,821,29,16,1
2023-02-13,8,Fishing,29,16,198,1153,1928,262679,201125,17094,2516,366,165,90,413,17,5,0
2023-02-14,0,Not Available,16,47,318,2102,3271,452049,90075,14480,2873,545,700,169,114,56,15,3
2023-02-14,1,Other,30,13,84,989,1845,257566,1163738,263678,46752,6399,5069,1111,268,90,35,7
2023-02-14,2,Tanker,0,0,2,16,21,3224,7071,1139,59,10,25,5,0,0,2,0
2023-02-14,3,Military,20,8,87,784,1416,201223,145235,23517,4714,990,706,207,62,27,5,2
2023-02-14,4,Pleasure Craft,78,80,1595,11363,17100,2316093,224994,23836,4599,1155,2768,276,83,46,14,6
2023-02-14,5,Tug Tow,4,6,58,334,562,73940,7748,1197,181,38,96,14,4,7,1,0
2023-02-14,6,Cargo,22,11,147,938,1417,197693,109163,12315,2341,471,735,136,39,9,5,0
2023-02-14,7,Passenger,25,38,447,3254,5147,713164,195473,29488,5384,875,1438,238,69,31,16,2
2023-02-14,8,Fishing,25,10,235,1357,2256,306756,219572,21296,3393,781,959,203,62,19,7,3
2023-02-15,0,Not Available,20,65,358,2212,3416,475985,92694,15652,3148,467,204,171,116,51,12,5
2023-02-15,1,Other,38,12,72,892,1733,242913,1207419,277872,50137,5470,1810,852,234,95,38,18
2023-02-15,2,Tanker,0,2,3,14,35,4154,7564,1193,42,5,10,6,1,0,1,0
2023-02-15,3,Military,21,11,107,850,1625,221962,154230,25215,5347,867,312,211,63,11,9,2
2023-02-15,4,Pleasure Craft,77,83,1598,11355,17952,2483744,243056,26771,4810,1013,407,252,90,39,5,1
2023-02-15,5,Tug Tow,3,7,48,355,587,77521,10431,1761,378,63,32,27,16,6,1,0
2023-02-15,6,Cargo,10,8,125,842,1217,173964,119641,12310,2286,466,221,134,38,18,16,3
2023-02-15,7,Passenger,25,45,485,3347,5330,742670,201177,32030,5928,870,369,243,107,50,15,0
2023-02-15,8,Fishing,15,13,259,1471,2355,318273,230866,21470,3475,527,264,152,64,20,12,3
2023-02-16,0,Not Available,30,60,347,2190,3411,449572,89767,15456,3907,822,264,142,142,45,14,1
2023-02-16,1,Other,56,14,87,877,1728,223508,1157649,258640,51820,9187,2490,876,256,89,46,9
2023-02-16,2,Tanker,0,0,1,17,44,4594,6888,1198,135,31,10,9,2,1,1,0
2023-02-16,3,Military,23,22,123,1030,1917,257605,146385,24269,5863,1050,360,198,62,20,6,2
2023-02-16,4,Pleasure Craft,129,101,1617,11443,18279,2341588,229405,33421,8882,1402,431,260,80,49,9,3
2023-02-16,5,Tug Tow,5,2,45,401,555,73969,8310,1731,469,103,38,24,9,5,4,0
2023-02-16,6,Cargo,28,8,125,882,1304,159688,111267,10669,2461,739,186,110,37,8,3,0
2023-02-16,7,Passenger,49,67,471,3333,5397,676348,191673,32660,8462,1732,494,245,98,46,12,1
2023-02-16,8,Fishing,34,30,279,1624,2450,322297,208956,19113,4183,1001,221,127,46,12,6,1
2023-02-17,0,Not Available,31,57,335,2146,3475,471261,93433,15097,3077,487,210,139,110,46,20,3
2023-02-17,1,Other,73,9,92,875,1785,242463,1227822,276147,49562,5480,1916,882,260,82,38,14
2023-02-17,2,Tanker,0,0,4,22,27,4408,6707,1242,62,9,5,5,3,0,3,0
2023-02-17,3,Military,31,22,104,911,1714,223490,148544,24345,4737,637,276,149,54,25,9,4
2023-02-17,4,Pleasure Craft,156,88,1633,11363,17914,2452704,229670,21531,3622,654,315,226,73,36,10,3
2023-02-17,5,Tug Tow,3,1,50,335,540,74579,9483,1808,281,53,18,18,7,2,4,0
2023-02-17,6,Cargo,13,4,113,725,1125,158628,112202,10805,1675,279,114,99,35,13,3,1
2023-02-17,7,Passenger,53,55,397,3146,4956,679499,199660,29996,5857,848,369,212,115,49,17,5
2023-02-17,8,Fishing,32,11,230,1391,2312,306776,224157,18031,2643,385,173,110,41,15,5,1
2023-02-18,0,Not Available,25,44,340,2034,3186,438529,95356,16027,3295,499,201,115,85,60,21,3
2023-02-18,1,Other,24,7,80,939,1835,263470,1229652,283947,51681,5489,1862,893,239,97,39,11
2023-02-18,2,Tanker,0,0,3,25,22,3931,5914,1376,66,9,9,2,1,0,1,0
2023-02-18,3,Military,20,19,130,866,1618,219090,149198,23054,4383,630,258,140,79,20,7,1
2023-02-18,4,Pleasure Craft,89,90,1610,12372,17046,2464667,224410,22773,4049,722,356,186,76,29,11,2
2023-02-18,5,Tug Tow,2,0,49,311,439,64941,9360,1847,386,58,32,25,5,4,1,0
2023-02-18,6,Cargo,10,4,114,719,1009,146532,109960,11769,1812,329,163,83,29,11,3,0
2023-02-18,7,Passenger,30,50,414,3115,4663,663861,189869,30022,6144,967,414,229,95,44,11,3
2023-02-18,8,Fishing,23,5,255,1349,2026,284088,225830,19509,2741,421,179,137,42,18,5,1
2023-02-19,0,Not Available,20,55,281,1818,3272,443809,97021,16997,3355,450,218,111,83,57,32,4
2023-02-19,1,Other,30,13,80,973,1986,291589,1227330,286796,51955,5251,1778,819,245,113,72,14
2023-02-19,2,Tanker,1,0,3,30,29,5216,5997,1424,98,16,5,7,0,1,1,0
2023-02-19,3,Military,19,17,112,826,1774,227630,144292,24113,4955,706,306,171,62,22,8,1
2023-02-19,4,Pleasure Craft,81,81,1387,10287,18665,2441870,224400,24741,3736,647,267,176,81,21,9,2
2023-02-19,5,Tug Tow,4,2,34,263,471,62812,8978,1904,378,66,29,21,11,3,2,0
2023-02-19,6,Cargo,10,4,101,651,1105,152893,112408,12746,2118,401,188,133,41,21,3,0
2023-02-19,7,Passenger,32,43,381,2877,5235,697814,196305,32619,6173,813,341,198,63,45,9,1
2023-02-19,8,Fishing,34,14,239,1418,2326,318680,214010,21670,3201,481,248,154,38,14,8,0
2023-02-20,0,Not Available,25,39,349,2093,3344,459159,98451,16433,3236,457,212,104,80,55,28,2
2023-02-20,1,Other,44,10,82,1072,2190,308045,1264316,283449,50200,5227,1766,858,261,85,55,8
2023-02-20,2,Tanker,1,0,2,29,48,6307,6195,1399,104,4,2,1,1,1,1,0
2023-02-20,3,Military,11,13,95,820,1651,221869,149022,24890,5107,744,320,183,67,30,11,4
2023-02-20,4,Pleasure Craft,82,73,1577,11045,17606,2441394,227908,23547,3971,690,346,199,60,32,13,2
2023-02-20,5,Tug Tow,2,1,30,282,484,67081,8028,1626,236,49,17,21,8,4,1,0
2023-02-20,6,Cargo,16,8,133,880,1347,187748,115333,11518,1929,375,196,121,43,12,2,0
2023-02-20,7,Passenger,36,51,473,3285,5364,745423,201567,31082,5497,796,332,208,75,27,10,2
2023-02-20,8,Fishing,15,15,258,1622,2520,346552,213029,18884,2972,476,241,173,58,14,8,0
2023-02-21,0,Not Available,62,65,422,2510,3963,475618,94061,15398,2894,553,173,114,101,54,15,3
2023-02-21,1,Other,66,10,106,1017,2106,269859,1244999,276818,49869,5730,1898,892,283,80,30,15
2023-02-21,2,Tanker,0,2,5,37,75,8880,6440,1389,88,24,8,4,1,1,1,0
2023-02-21,3,Military,20,13,83,803,1632,222830,148874,25045,5164,778,296,202,75,27,6,2
2023-02-21,4,Pleasure Craft,162,97,1736,12032,18341,2481689,233371,23648,3866,794,327,207,84,42,5,2
2023-02-21,5,Tug Tow,6,4,52,323,513,72536,7995,1262,159,26,18,16,6,5,1,1
2023-02-21,6,Cargo,36,29,165,1113,1631,196661,116314,11062,1720,455,166,118,42,20,5,1
2023-02-21,7,Passenger,91,71,585,4164,6534,825970,209958,28782,4242,719,283,164,69,33,9,1
2023-02-21,8,Fishing,74,59,321,1746,2793,322763,226618,18722,2900,651,231,144,51,16,7,1
2023-02-22,0,Not Available,18,56,364,2140,3335,463200,94192,15094,3050,484,188,122,109,56,19,0
2023-02-22,1,Other,63,13,75,946,1729,243784,1210859,267803,49316,5888,1958,926,269,105,40,2
2023-02-22,2,Tanker,0,0,3,27,44,6296,6171,1281,68,15,5,6,2,4,1,0
2023-02-22,3,Military,12,10,85,825,1445,194645,143287,23416,4997,868,353,183,61,28,7,0
2023-02-22,4,Pleasure Craft,81,84,1636,11228,17654,2452000,238818,24087,4595,825,401,238,95,43,15,0
2023-02-22,5,Tug Tow,2,4,40,360,517,74821,7826,1151,177,40,15,8,7,5,1,0
2023-02-22,6,Cargo,11,5,119,940,1411,197568,111818,11721,2310,471,209,155,44,11,4,0
2023-02-22,7,Passenger,25,42,472,3465,5633,781482,207974,30367,5823,793,317,196,82,43,18,3
2023-02-22,8,Fishing,31,16,240,1315,2261,303814,229765,18707,3418,546,253,162,47,16,14,1
2023-02-23,0,Not Available,24,58,382,2097,3313,461959,95167,15049,3178,537,233,138,108,57,21,3
2023-02-23,1,Other,77,27,101,904,1708,236758,1205989,268380,49186,5919,1977,940,227,79,34,13
2023-02-23,2,Tanker,0,0,1,28,43,6041,5719,1287,76,13,11,8,1,0,2,0
2023-02-23,3,Military,21,10,102,773,1508,200307,145035,25052,5522,880,327,147,47,16,6,2
2023-02-23,4,Pleasure Craft,113,87,1596,11437,17578,2455411,246507,25338,4509,873,409,311,133,50,13,9
2023-02-23,5,Tug Tow,1,1,46,337,537,72832,8617,1222,207,51,19,21,14,5,2,1
2023-02-23,6,Cargo,19,3,129,890,1517,211994,117539,12531,2373,467,210,153,75,15,9,4
2023-02-23,7,Passenger,30,40,467,3526,5553,783560,207882,31739,6338,1009,397,253,127,58,25,8
2023-02-23,8,Fishing,39,23,257,1478,2427,327179,222836,19324,3594,622,270,204,79,17,31,5
2023-02-24,0,Not Available,41,62,402,2283,3587,471548,97195,14900,3218,599,227,125,114,52,18,4
2023-02-24,1,Other,95,30,99,992,2000,270411,1246269,275706,49026,5696,1906,872,275,85,33,5
2023-02-24,2,Tanker,0,0,4,28,45,5950,5664,1289,69,13,3,7,5,0,0,0
2023-02-24,3,Military,15,10,89,848,1677,220509,145705,23725,5232,821,314,214,62,27,3,1
2023-02-24,4,Pleasure Craft,119,83,1636,11477,17951,2446978,237821,24171,4530,926,419,283,105,35,10,2
2023-02-24,5,Tug Tow,6,1,39,298,465,67334,9318,1378,241,35,22,16,4,3,3,0
2023-02-24,6,Cargo,18,8,181,1061,1669,231607,115350,10533,1946,377,203,135,25,13,8,0
2023-02-24,7,Passenger,28,41,508,3416,5493,768197,204397,31914,6385,887,388,229,74,33,11,0
2023-02-24,8,Fishing,31,23,278,1586,2588,338772,220095,16552,2952,543,239,153,45,23,3,3
2023-02-25,0,Not Available,24,43,352,2170,3701,474251,96367,16106,2785,497,179,94,93,53,24,4
2023-02-25,1,Other,72,25,98,1087,2323,301750,1254482,285232,50103,5394,1807,826,278,88,40,8
2023-02-25,2,Tanker,0,0,3,19,49,5370,5837,1183,56,6,5,0,3,2,0,1
2023-02-25,3,Military,17,13,111,952,1818,250166,149446,25130,5360,845,345,172,39,27,9,2
2023-02-25,4,Pleasure Craft,85,80,1590,11393,18734,2422199,240139,25979,4241,802,353,225,99,34,12,3
2023-02-25,5,Tug Tow,1,2,41,266,485,64468,9186,1396,270,61,21,18,6,4,1,0
2023-02-25,6,Cargo,17,9,142,847,1374,183758,114126,12338,1767,354,163,92,50,5,3,0
2023-02-25,7,Passenger,32,48,479,3551,5748,769122,204237,31426,5015,678,304,167,73,28,14,0
2023-02-25,8,Fishing,27,13,240,1438,2304,298918,211029,17402,2630,490,178,136,33,12,4,1
2023-02-26,0,Not Available,25,27,347,2171,3391,464649,99299,15206,2835,497,201,105,76,56,27,1
2023-02-26,1,Other,53,7,93,1080,2191,303719,1255875,281864,50428,5512,1789,905,349,100,56,11
2023-02-26,2,Tanker,0,0,2,31,54,6628,6147,1183,64,9,2,3,2,0,0,0
2023-02-26,3,Military,16,9,99,860,1715,231807,145801,24929,5466,843,324,210,58,24,7,0
2023-02-26,4,Pleasure Craft,81,92,1625,11672,17631,2419922,243644,25036,4374,853,357,223,77,22,9,2
2023-02-26,5,Tug Tow,4,0,35,279,464,64099,9010,1365,267,32,27,12,6,0,1,0
2023-02-26,6,Cargo,17,4,131,794,1258,171650,122078,12900,2184,423,203,103,42,7,2,0
2023-02-26,7,Passenger,18,32,469,3211,5164,719618,205951,31549,5947,863,342,204,79,20,9,1
2023-02-26,8,Fishing,17,13,244,1461,2244,307602,218116,16771,2974,498,208,136,43,5,3,1
2023-02-27,0,Not Available,34,33,364,2219,3603,474926,95861,15826,3268,512,219,154,92,47,16,2
2023-02-27,1,Other,107,30,101,1042,1950,263326,1258563,280873,49450,5200,1698,742,272,74,43,8
2023-02-27,2,Tanker,0,0,5,38,62,8558,6666,1302,82,13,5,6,2,1,0,0
2023-02-27,3,Military,21,13,103,817,1609,211038,150876,24711,5049,749,285,161,68,14,4,2
2023-02-27,4,Pleasure Craft,75,72,1628,11381,17759,2449456,243551,25357,4817,908,416,285,78,31,12,1
2023-02-27,5,Tug Tow,5,6,43,325,527,73245,8121,1383,289,55,26,19,5,2,0,0
2023-02-27,6,Cargo,15,10,156,968,1533,208020,125021,13222,2232,395,203,137,44,11,4,0
